Spinal cord	extradural space	select	"Normal","Abnormal"	Abnormal, specify
Spinal cord	meninges	select	"Normal","Abnormal"	Abnormal, specify
Spinal cord	cord proper	select	"Normal","Abnormal"	Abnormal, specify
