Lymph nodes	cervical	text		
Lymph nodes	axillary	text		
Lymph nodes	mediastinal	text		
Lymph nodes	hilar	text		
Lymph nodes	celiac peripancreatic	text		
Lymph nodes	mesenteric	text		
Lymph nodes	periaortic	text		
Lymph nodes	iliac	text		
Lymph nodes	inguinal	text		
Lymph nodes	lymph nodes other	text		
